PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
25-02800,56,1,1,4,1,0,4,1,1,3683.9,9170,15,7,32000,4,501,N,2,2,2,2,129,128
25-02800,50,2,1,4,1,0,4,1,1,3683.9,5790,6,7,60000,6,501,N,2,2,2,2,96,128
25-02800,32,2,6,4,1,0,4,1,1,3683.9,6690,8,11,58000,6,501,N,2,2,2,2,110,128
25-02800,29,2,6,4,1,0,4,1,1,3683.9,7380,10,9,60000,6,501,N,2,2,2,2,124,128
25-01000,71,1,1,0,1,0,2,1,1,2447.1,N,N,8,33000,4,501,N,2,2,2,2,46,46
25-01000,69,2,1,0,1,0,2,1,1,2447.1,8191,12,5,50000,6,501,N,2,2,2,2,52,46
25-00703,85,2,3,0,1,0,N,1,1,2195.3,N,N,10,57600,6,473,N,2,2,2,2,98,97
25-01300,39,1,1,0,1,2,4,1,1,1457.2,9590,16,7,80000,7,501,4,2,2,2,2,37,38
25-01300,38,2,1,0,1,2,4,1,1,1457.2,3580,4,8,67000,7,501,N,2,2,2,2,37,38
25-00703,64,1,1,0,1,0,3,1,1,2195.3,770,3,8,58000,6,501,N,2,2,2,2,33,34
25-00703,61,2,1,0,1,0,3,1,1,2195.3,N,N,8,8500,2,501,N,2,1,2,2,36,34
25-00703,42,1,4,0,1,0,3,1,1,2195.3,770,3,5,38000,5,501,N,2,2,2,2,42,34
25-02800,75,1,1,0,1,0,2,1,1,3683.9,8891,15,7,5500,1,172,N,2,2,2,2,90,90
25-02800,78,2,1,0,1,0,2,1,1,3683.9,9470,16,7,20800,3,172,N,2,2,2,2,88,90
25-01300,46,2,1,0,1,1,3,1,1,1457.2,7390,10,9,25000,4,501,N,2,2,2,2,105,104
25-01300,48,1,1,0,1,1,3,1,1,1457.2,6970,9,9,426000,9,501,N,2,2,2,2,106,104
25-01300,37,2,6,0,1,0,N,1,1,1457.2,3490,4,9,75000,7,501,N,2,2,2,2,71,71
25-00703,57,2,4,0,1,2,7,1,1,2195.3,6290,7,5,76000,7,366,N,2,2,2,2,35,34
25-00703,20,1,6,4,9,2,7,1,1,2195.3,8290,12,7,5900,1,366,N,2,2,2,2,65,34
25-00703,19,2,6,4,9,2,7,1,1,2195.3,8290,12,7,3400,1,366,N,2,2,2,2,52,34
25-00703,47,1,1,4,9,2,7,1,1,2195.3,7690,10,5,64000,7,366,N,2,2,2,2,57,34
25-00703,37,2,1,4,8,2,7,1,1,2195.3,N,N,5,0,0,366,N,2,2,2,2,59,34
25-01300,57,2,1,0,1,0,4,1,1,1457.2,7860,11,8,36000,5,501,N,2,2,2,2,69,68
25-01300,59,1,1,0,1,0,4,1,1,1457.2,5480,6,9,125000,9,501,N,2,2,2,2,73,68
25-01300,28,2,6,0,1,0,4,1,1,1457.2,8080,12,10,40000,5,501,N,2,2,2,2,101,68
25-01300,24,2,6,0,1,0,4,1,1,1457.2,7860,11,9,40000,5,501,N,2,2,2,2,88,68
25-01000,70,2,4,0,1,0,N,1,1,2447.1,N,N,7,64000,7,501,N,2,2,2,2,99,98
25-02800,26,1,6,0,1,0,N,1,2,3683.9,6290,7,7,70000,7,501,N,2,2,2,2,212,212
25-01300,33,1,1,0,1,3,5,1,1,1457.2,6890,9,9,100000,8,331,N,2,2,2,2,74,74
25-01300,30,2,1,0,1,3,5,1,1,1457.2,6890,9,9,0,0,331,N,2,2,2,2,69,74
25-00703,49,2,1,0,1,2,5,1,1,2195.3,N,N,11,8000,2,501,N,2,2,2,2,50,50
25-00703,52,1,1,0,1,2,5,1,1,2195.3,7380,10,11,225000,9,501,N,2,2,2,2,54,50
25-00703,17,2,6,0,1,2,5,1,1,2195.3,9290,15,4,300,1,501,N,2,2,2,2,42,50
25-00703,88,1,3,0,1,2,5,1,1,2195.3,N,N,12,271000,9,501,N,2,1,2,1,57,50
25-00703,68,2,1,0,1,0,2,1,1,2195.3,4270,5,10,95000,8,501,N,2,2,2,2,57,57
25-00703,71,1,1,0,1,0,2,1,1,2195.3,6970,9,9,3000,1,501,N,2,2,2,2,52,57
25-00503,61,1,1,0,1,0,2,1,1,2872.7,5570,6,10,79000,7,501,N,2,2,2,2,52,52
25-00503,58,2,1,0,6,0,2,1,1,2872.7,7870,11,10,46600,5,501,N,2,2,2,2,46,52
25-02800,39,2,1,0,1,2,4,1,1,3683.9,7860,11,10,99000,8,402,N,2,2,2,2,123,124
25-02800,43,1,1,0,1,2,4,1,1,3683.9,8770,15,9,5000,1,402,N,2,2,2,2,106,124
25-00703,88,2,3,0,1,0,N,1,1,2195.3,N,N,8,80500,7,501,N,2,2,2,2,64,64
25-00703,59,1,1,0,1,1,3,1,2,2195.3,4590,5,9,100000,8,501,N,2,2,2,2,53,53
25-00703,58,2,1,0,1,1,3,1,2,2195.3,7860,11,12,35000,5,501,N,2,1,2,2,55,53
25-00703,16,1,6,0,1,1,3,1,2,2195.3,N,N,4,0,0,501,N,2,2,2,2,43,53
25-00503,71,2,3,0,1,0,N,1,1,2872.7,8191,12,5,35100,5,289,N,2,2,2,2,95,95
25-00703,61,2,4,0,1,0,N,1,1,2195.3,1990,4,5,35000,5,267,N,2,2,2,2,51,51
25-00703,69,1,1,0,1,0,2,1,1,2195.3,N,N,7,109600,8,501,N,2,2,2,2,57,57
25-00703,65,2,1,0,1,0,2,1,1,2195.3,7860,11,9,22000,3,501,N,2,2,2,2,63,57
25-02800,36,1,1,0,6,0,2,1,2,3683.9,7280,10,9,120000,8,501,N,2,2,2,2,159,159
25-02800,34,2,1,0,6,0,2,1,2,3683.9,7380,10,10,20000,3,501,N,2,2,2,2,145,159
25-02800,69,2,6,0,1,0,N,1,2,3683.9,N,N,8,8560,2,70,N,2,2,2,2,58,57
25-02800,31,1,6,0,1,0,N,1,2,3683.9,6970,9,10,98800,8,501,N,2,2,2,2,119,120
25-02800,37,2,6,0,1,0,N,1,1,3683.9,8191,12,12,130000,9,501,N,2,2,2,2,57,56
25-02800,39,2,6,0,1,0,N,1,1,3683.9,8191,12,8,60000,6,458,N,2,2,2,2,57,56
25-00703,61,2,4,0,1,0,2,1,1,2195.3,N,N,8,4000,1,103,N,2,2,2,2,99,99
25-00703,30,2,6,0,1,0,2,1,1,2195.3,N,N,4,13580,2,103,N,1,1,2,2,125,99
25-02800,69,1,1,0,1,0,3,1,1,3683.9,N,N,8,62100,6,501,N,2,2,2,2,67,67
25-02800,59,2,1,0,1,0,3,1,1,3683.9,6992,9,9,105000,8,501,N,2,2,2,2,61,67
25-02800,21,1,6,0,1,0,3,1,1,3683.9,8590,14,7,2300,1,501,N,2,2,2,2,62,67
25-01000,48,2,1,0,1,0,2,1,1,2447.1,6870,9,7,44000,5,501,N,2,2,2,2,52,52
25-01000,49,1,1,0,1,0,2,1,1,2447.1,770,3,5,56000,6,501,N,2,2,2,2,48,52
25-02800,66,1,4,0,1,0,N,1,1,3683.9,7390,10,10,22900,3,190,N,2,1,2,1,87,87
25-02800,62,1,6,0,1,0,N,1,1,3683.9,N,N,7,0,0,0,N,1,2,1,2,96,87
25-00703,75,1,1,0,1,0,2,1,1,2195.3,7670,10,11,253000,9,501,N,2,2,2,2,53,53
25-00703,74,2,1,0,1,0,2,1,1,2195.3,7670,10,9,219600,9,501,N,2,2,2,2,52,53
25-02800,58,1,2,0,1,0,N,1,2,3683.9,7290,10,9,100000,8,501,N,2,2,2,2,83,83
25-00703,67,2,3,0,1,0,4,1,1,2195.3,8290,12,10,124000,9,501,N,2,2,2,2,75,76
25-00703,42,1,4,0,1,0,4,1,1,2195.3,770,3,9,100000,8,501,N,2,2,2,2,100,76
25-00703,33,1,6,0,1,0,4,1,1,2195.3,8290,12,8,30000,4,501,N,2,2,2,2,103,76
25-00703,33,2,6,0,1,0,4,1,1,2195.3,8290,12,5,0,0,0,N,2,2,2,2,105,76
25-00703,66,1,1,0,1,0,2,1,1,2195.3,3895,4,10,34800,5,239,N,2,2,2,2,82,82
25-00703,64,2,1,0,1,0,2,1,1,2195.3,N,N,7,2000,1,239,N,2,2,2,2,98,82
25-01000,59,2,1,0,1,0,2,1,1,2447.1,N,N,7,0,0,190,N,2,2,2,2,196,196
25-01000,67,1,1,0,1,0,2,1,1,2447.1,770,3,5,32200,4,190,N,2,2,2,2,153,196
25-01000,72,2,4,0,1,0,N,1,1,2447.1,N,N,9,64300,7,501,N,2,2,2,2,108,108
25-00703,87,2,4,0,1,0,N,1,1,2195.3,N,N,5,18900,3,156,N,2,2,2,2,50,51
25-00503,47,1,1,0,6,1,3,1,1,2872.7,7380,10,9,245000,9,501,N,2,2,2,2,54,54
25-00503,46,2,1,0,6,1,3,1,1,2872.7,2190,4,10,275000,9,501,N,2,2,2,2,58,54
25-00503,16,1,6,0,6,1,3,1,1,2872.7,N,N,4,0,0,501,N,2,2,2,2,55,54
25-01300,52,2,1,0,1,0,2,1,1,1457.2,5790,6,7,46000,5,501,N,2,2,2,2,181,180
25-01300,51,1,1,0,1,0,2,1,1,1457.2,3570,4,7,45000,5,501,N,2,2,2,2,221,180
25-02800,62,1,1,0,1,0,2,1,1,3683.9,2870,4,7,118500,8,501,N,2,2,2,2,111,110
25-02800,65,2,1,0,1,0,2,1,1,3683.9,N,N,5,11500,2,501,N,2,2,2,2,99,110
25-00503,69,1,1,0,1,0,2,1,1,2872.7,7270,10,12,120000,8,501,N,2,2,2,2,41,41
25-00503,67,2,1,0,1,0,2,1,1,2872.7,N,N,11,26700,4,501,N,2,2,2,2,46,41
25-00703,50,1,1,0,1,2,4,1,1,2195.3,N,N,5,0,0,0,N,2,2,1,1,53,52
25-00703,38,2,1,0,1,2,4,1,1,2195.3,N,N,5,0,0,0,N,2,2,2,2,54,52
25-00703,16,1,6,0,1,2,4,1,1,2195.3,N,N,4,0,0,0,N,2,2,2,2,42,52
25-00503,42,1,1,0,6,2,4,1,1,2872.7,6490,8,10,240000,9,501,N,2,2,2,2,122,122
25-00503,42,2,1,0,6,2,4,1,1,2872.7,7380,10,10,174600,9,501,N,2,2,2,2,135,122
25-00703,83,1,1,0,1,0,2,1,1,2195.3,N,N,4,15200,3,144,N,2,2,2,2,107,107
25-00703,83,1,1,0,1,0,2,1,1,2195.3,N,N,4,7100,2,144,N,2,2,2,2,108,107
25-00703,40,2,1,0,1,1,3,1,1,2195.3,7071,9,9,209000,9,501,N,2,2,2,2,391,390
25-00703,40,1,1,0,1,1,3,1,1,2195.3,3390,4,12,180000,9,501,N,2,2,2,2,422,390
25-00703,28,1,1,0,1,1,3,1,1,2195.3,6480,8,9,93000,8,501,N,2,2,2,2,107,107
25-00703,28,2,1,0,1,1,3,1,1,2195.3,7470,10,9,42000,5,501,N,2,2,2,2,108,107
25-01000,65,2,1,0,1,0,2,1,1,2447.1,N,N,8,50600,6,501,N,2,2,2,2,111,111
25-01000,68,1,1,0,1,0,2,1,1,2447.1,N,N,8,80200,7,501,N,2,2,2,2,98,111
25-00503,81,2,3,0,1,0,N,1,1,2872.7,N,N,10,121700,8,501,N,2,2,2,2,50,51
25-01000,44,2,1,0,1,2,4,1,1,2447.1,7380,10,9,55000,6,501,N,2,2,2,2,123,122
25-01000,45,1,1,0,1,2,4,1,1,2447.1,7680,10,10,135000,9,501,N,2,2,2,2,105,122
25-00703,68,2,1,0,2,0,2,1,2,2195.3,N,N,4,69200,7,501,N,2,2,2,2,40,40
25-00703,66,1,1,0,1,0,2,1,2,2195.3,1870,4,5,70500,7,501,N,2,2,2,2,48,40
25-02800,48,2,1,0,1,0,2,1,2,3683.9,4195,5,7,60000,6,467,N,2,2,2,2,250,250
25-02800,56,1,1,0,1,0,2,1,2,3683.9,N,N,5,19000,3,467,N,1,1,2,1,252,250
25-01300,39,1,1,1,1,2,4,1,1,1457.2,7490,10,10,100000,8,501,N,2,2,2,2,185,185
25-01300,39,2,1,1,1,2,4,1,1,1457.2,7860,11,12,200000,9,501,N,2,2,2,2,187,185
25-01300,36,1,1,0,1,1,3,1,1,1457.2,6570,8,9,85000,8,501,N,2,2,2,2,180,181
25-01300,34,2,1,0,1,1,3,1,1,1457.2,7860,11,10,85000,8,501,N,2,2,2,2,167,181
25-01300,70,2,3,0,1,0,N,1,2,1457.2,N,N,7,32800,4,272,N,2,1,2,1,51,51
25-00503,38,1,1,0,1,1,3,1,1,2872.7,6970,9,10,275000,9,501,N,2,2,2,2,138,138
25-00503,35,2,1,0,1,1,3,1,1,2872.7,7380,10,10,130000,9,501,N,2,2,2,2,145,138
25-01300,77,2,3,0,1,0,N,1,1,1457.2,N,N,4,11100,2,91,N,2,2,2,2,60,60
25-01000,51,1,1,0,1,1,3,1,1,2447.1,2190,4,9,453000,9,501,N,2,2,2,2,126,126
25-01000,50,2,1,0,1,1,3,1,1,2447.1,7970,12,8,57000,6,501,N,2,2,2,2,101,126
25-01000,17,2,6,0,1,1,3,1,1,2447.1,4890,6,4,3500,1,501,N,2,2,2,2,112,126
25-01300,52,2,3,0,1,1,3,1,1,1457.2,3895,4,5,36400,5,198,N,1,2,2,2,137,137
25-01300,18,2,6,0,1,1,3,1,1,1457.2,7980,12,5,4300,1,198,N,2,2,2,2,230,137
25-01000,68,2,4,0,1,0,N,1,2,2447.1,7980,12,9,52600,6,432,N,2,2,2,2,120,120
25-01000,71,2,3,0,9,0,N,1,1,2447.1,N,N,9,88800,8,501,N,1,2,2,2,154,154
25-02800,36,2,1,0,6,0,2,1,2,3683.9,N,N,10,0,0,296,N,2,2,2,2,76,76
25-02800,40,1,1,0,6,0,2,1,2,3683.9,7460,10,12,50000,6,296,N,2,2,2,2,84,76
25-01000,67,1,1,0,1,0,2,1,1,2447.1,9370,16,8,85000,8,501,N,2,2,2,2,70,69
25-01000,63,2,1,0,1,0,2,1,1,2447.1,7860,11,5,39000,5,501,N,2,2,2,2,87,69
25-01300,71,2,6,0,1,0,N,1,1,1457.2,7071,9,10,29330,4,241,N,2,2,2,2,54,54
25-00503,36,1,1,0,1,3,5,1,1,2872.7,7380,10,9,139000,9,459,N,2,2,2,2,104,103
25-00503,36,2,1,0,1,3,5,1,1,2872.7,8191,12,10,0,0,459,N,2,2,2,2,109,103
25-00703,74,2,1,0,1,0,2,1,1,2195.3,N,N,7,47500,5,433,N,2,2,2,2,87,87
25-00703,74,1,1,0,1,0,2,1,1,2195.3,N,N,7,18400,3,433,N,2,2,2,2,80,87
25-00703,33,1,1,0,1,2,4,1,1,2195.3,370,1,9,100000,8,501,N,2,2,2,2,166,166
25-00703,31,2,1,0,1,2,4,1,1,2195.3,8090,12,10,100000,8,501,N,2,2,2,2,168,166
25-01300,53,2,1,0,1,0,2,1,1,1457.2,2270,4,9,42510,5,501,N,2,2,2,2,88,87
25-01300,54,1,1,0,1,0,2,1,1,1457.2,7870,11,9,85000,8,501,N,2,2,2,2,107,87
25-00703,74,1,1,0,1,0,2,1,1,2195.3,N,N,5,330000,9,501,N,2,2,2,1,45,45
25-00703,73,2,1,0,1,0,2,1,1,2195.3,8191,12,5,30200,4,501,N,2,2,2,2,49,45
25-00503,44,1,1,0,1,1,3,1,2,2872.7,7380,10,10,90000,8,501,N,2,2,2,2,99,99
25-00503,43,2,1,0,1,1,3,1,2,2872.7,3980,4,10,30000,4,501,N,2,2,2,2,105,99
25-02800,56,1,1,0,1,0,2,1,1,3683.9,1990,4,4,250,1,325,N,2,2,2,2,67,67
25-02800,53,2,1,0,1,0,2,1,1,3683.9,9380,16,5,55000,6,325,N,2,2,2,2,66,67
25-02800,15,1,6,0,1,0,2,1,1,3683.9,N,N,3,5000,1,37,N,2,2,2,2,78,67
25-00703,49,2,1,0,1,0,2,1,1,2195.3,9190,15,11,235000,9,501,N,2,2,2,2,59,59
25-00703,51,1,1,0,1,0,2,1,1,2195.3,7290,10,9,190200,9,501,N,2,2,2,2,61,59
25-00703,58,2,4,0,1,0,2,1,1,2195.3,7270,10,8,70000,7,501,N,2,2,2,2,108,107
25-00703,35,1,6,0,1,0,2,1,1,2195.3,7770,10,5,37000,5,501,N,2,2,2,2,130,107
25-01000,50,1,4,0,1,0,N,1,1,2447.1,4795,6,9,627000,9,501,N,2,2,2,2,134,134
25-00503,69,1,1,0,6,0,2,1,1,2872.7,6890,9,9,96200,8,501,N,2,2,2,2,348,348
25-00503,72,2,1,0,6,0,2,1,1,2872.7,8191,12,9,38200,5,501,N,2,1,2,2,455,348
25-00703,46,1,1,0,1,1,3,1,1,2195.3,670,2,9,75000,7,366,N,2,2,2,2,70,70
25-00703,47,2,1,0,1,1,3,1,1,2195.3,N,N,5,0,0,366,N,2,2,2,2,68,70
25-01300,34,1,1,0,9,1,3,1,1,1457.2,6991,9,9,78000,7,501,5,2,2,2,2,78,77
25-01300,33,2,1,1,1,1,3,1,1,1457.2,7860,11,9,57000,6,501,N,2,2,2,2,78,77
25-02800,46,2,1,0,1,1,4,1,1,3683.9,7860,11,10,112000,8,501,N,2,2,2,2,410,409
25-02800,43,1,1,0,1,1,4,1,1,3683.9,7380,10,9,115000,8,501,N,2,2,2,2,502,409
25-02800,26,1,6,0,1,1,4,1,1,3683.9,770,3,5,40000,5,501,N,2,2,2,2,610,409
25-01300,57,2,1,0,1,0,3,1,1,1457.2,4195,5,5,45000,5,501,N,2,2,2,2,56,56
25-01300,65,1,1,0,1,0,3,1,1,1457.2,3960,4,9,165000,9,501,N,2,2,2,2,55,56
25-01300,22,2,6,0,1,0,3,1,1,1457.2,8660,14,8,20000,3,501,N,2,2,2,2,71,56
25-02800,44,2,1,0,1,3,5,1,1,3683.9,7860,11,10,58000,6,469,N,2,2,2,2,58,58
25-02800,59,1,1,0,1,3,5,1,1,3683.9,6090,7,8,83000,7,469,N,2,2,2,2,51,58
25-00503,28,2,6,0,1,0,N,1,2,2872.7,7860,11,10,73000,7,501,N,2,2,2,2,91,91
25-00703,46,1,1,0,1,2,4,1,1,2195.3,7570,10,10,148000,9,501,N,2,2,2,2,76,76
25-00703,43,2,1,0,1,2,4,1,1,2195.3,7860,11,10,92000,8,501,N,2,2,2,2,82,76
25-00703,15,2,6,0,1,2,4,1,1,2195.3,N,N,4,600,1,501,N,2,2,2,2,60,76
25-00703,89,2,3,0,1,0,N,1,2,2195.3,N,N,7,31650,4,258,N,2,2,2,2,51,51
25-00703,60,2,1,0,1,0,2,1,1,2195.3,N,N,9,0,0,501,N,2,2,2,2,144,144
25-00703,74,1,1,0,1,0,2,1,1,2195.3,6970,9,10,714000,9,501,N,2,2,2,2,122,144
25-00503,63,2,4,0,1,0,N,1,2,2872.7,6890,9,10,70000,7,501,N,2,2,2,2,192,191
25-00703,65,1,1,0,1,0,2,1,1,2195.3,4795,6,9,20000,3,501,N,2,2,2,2,106,106
25-00703,59,2,1,0,1,0,2,1,1,2195.3,7670,10,9,142000,9,501,N,2,2,2,2,127,106
25-00703,68,1,1,0,1,0,3,1,1,2195.3,5790,6,9,62300,6,366,N,2,2,2,2,85,85
25-00703,69,2,1,0,1,0,3,1,1,2195.3,5790,6,9,7600,2,366,N,2,2,2,2,93,85
25-00703,21,2,6,4,8,0,3,1,1,2195.3,8270,12,7,2300,1,366,N,2,2,2,2,165,85
25-00503,49,2,1,0,1,4,6,1,1,2872.7,7460,10,9,120000,8,501,N,2,2,2,2,96,97
25-00503,50,1,1,0,1,4,6,1,1,2872.7,7870,11,7,80000,7,501,N,2,2,2,2,94,97
25-00503,17,1,6,0,1,4,6,1,1,2872.7,8570,14,4,1000,1,501,N,2,2,2,2,111,97
25-00703,45,2,1,0,1,1,4,1,1,2195.3,7460,10,10,250000,9,501,N,2,2,2,2,84,83
25-00703,45,1,1,0,1,1,4,1,1,2195.3,7460,10,12,300000,9,501,N,2,2,2,2,86,83
25-00703,84,1,2,0,1,1,4,1,1,2195.3,N,N,3,40000,5,501,N,2,2,2,2,96,83
25-00503,26,1,6,0,6,0,N,1,2,2872.7,7390,10,10,120010,8,501,N,2,2,2,2,122,122
25-02800,69,2,3,0,1,0,N,1,1,3683.9,8470,13,7,51000,6,422,N,2,1,2,2,262,263
25-01300,65,2,4,0,1,0,2,1,1,1457.2,770,3,5,66000,7,481,N,1,1,2,2,59,59
25-01300,34,1,6,0,1,0,2,1,1,1457.2,N,N,5,7800,2,481,N,1,2,2,2,79,59
25-00703,82,2,3,0,1,0,3,1,1,2195.3,N,N,5,12000,2,501,N,2,2,2,2,69,70
25-00703,53,1,4,0,1,0,3,1,1,2195.3,1990,4,7,105000,8,501,N,2,2,2,2,90,70
25-00703,21,1,6,0,1,0,3,1,1,2195.3,770,3,5,25000,4,501,N,2,2,2,2,109,70
25-02800,29,2,6,0,1,0,N,1,1,3683.9,4770,6,9,60000,6,452,N,2,2,2,2,67,67
25-02800,54,2,4,0,1,0,N,1,2,3683.9,3390,4,8,64000,7,483,N,2,2,2,2,84,84
25-02800,57,1,4,0,1,0,N,1,2,3683.9,3390,4,7,60000,6,452,N,2,2,2,2,83,84
25-00703,35,2,1,0,9,2,4,1,1,2195.3,8680,14,7,25000,4,331,N,2,2,2,2,116,117
25-00703,37,1,1,0,1,2,4,1,1,2195.3,7860,11,10,60000,6,331,N,2,2,2,2,83,117
25-00703,27,1,6,0,1,0,N,1,1,2195.3,8590,14,7,24020,4,180,N,2,2,2,2,106,107
25-02800,30,2,1,0,1,0,5,1,1,3683.9,4770,6,9,60000,6,501,N,2,2,2,2,105,105
25-02800,42,1,1,0,1,0,5,1,1,3683.9,7870,11,10,132000,9,501,N,2,2,2,2,81,105
25-02800,42,1,6,0,1,0,5,1,1,3683.9,770,3,9,47000,5,501,N,1,2,2,2,97,105
25-02800,42,1,3,0,1,0,5,1,1,3683.9,6480,8,9,95000,8,501,N,2,2,2,2,95,105
25-02800,41,1,6,0,1,0,5,1,1,3683.9,9160,15,11,75000,7,501,N,2,2,2,2,96,105
25-00703,74,2,4,0,1,0,3,1,1,2195.3,N,N,9,104500,8,501,N,1,2,2,2,105,106
25-00703,41,1,6,0,1,0,3,1,1,2195.3,N,N,9,12500,2,501,N,2,2,2,2,138,106
25-00703,36,2,6,0,1,0,3,1,1,2195.3,7860,11,10,4200,1,501,N,2,2,2,2,129,106
25-00503,75,1,1,0,6,0,2,1,2,2872.7,N,N,5,2400,1,31,N,2,2,2,2,107,107
25-00503,72,2,1,0,6,0,2,1,2,2872.7,N,N,5,2400,1,31,N,2,2,2,1,116,107
25-00703,31,2,1,0,1,1,3,1,1,2195.3,6991,9,10,100000,8,501,N,2,2,2,2,56,56
25-00703,31,1,1,0,1,1,3,1,1,2195.3,7290,10,9,80000,7,501,N,2,2,2,2,54,56
25-01000,33,2,1,0,1,1,3,1,1,2447.1,8191,12,9,87000,8,501,N,2,2,2,2,126,126
25-01000,33,1,1,0,1,1,3,1,1,2447.1,9470,16,9,114900,8,501,N,2,2,2,2,126,126
25-02800,84,1,1,0,1,0,2,1,2,3683.9,N,N,7,11500,2,202,N,2,2,2,2,136,136
25-02800,82,2,1,0,1,0,2,1,2,3683.9,N,N,5,19500,3,202,N,2,2,2,2,148,136
25-02800,37,1,6,0,1,0,3,1,2,3683.9,8191,12,11,627000,9,501,N,2,2,2,2,66,66
25-02800,66,1,1,0,1,0,3,1,2,3683.9,N,N,11,0,0,501,N,2,2,2,2,89,66
25-02800,65,2,1,0,1,0,3,1,2,3683.9,N,N,4,0,0,501,N,2,2,2,2,79,66
25-00703,67,2,4,0,1,0,N,1,2,2195.3,7390,10,10,22000,3,182,N,2,2,2,2,48,49
25-01000,36,1,2,0,1,0,N,1,2,2447.1,7860,11,10,66200,7,501,N,2,2,2,2,406,406
25-02800,65,2,1,0,1,0,2,1,1,3683.9,7860,11,7,11700,2,501,N,2,2,2,2,91,91
25-02800,81,1,1,0,1,0,2,1,1,3683.9,N,N,7,74400,7,501,N,2,2,2,1,100,91
25-01000,63,1,1,0,1,0,3,1,1,2447.1,4670,6,7,122000,8,501,N,2,2,2,1,116,116
25-01000,63,2,1,0,1,0,3,1,1,2447.1,9170,15,7,28000,4,501,N,2,2,2,2,102,116
25-01000,26,2,6,0,1,0,3,1,1,2447.1,9920,18,7,0,0,501,N,2,2,2,2,129,116
25-00703,66,2,4,0,1,0,N,1,1,2195.3,8191,12,8,72500,7,501,N,2,2,2,2,48,48
25-01300,44,2,1,0,6,2,4,1,1,1457.2,3570,4,12,135000,9,501,N,2,2,2,2,98,98
25-01300,43,1,1,0,6,2,4,1,1,1457.2,8080,12,12,135000,9,501,N,2,2,2,2,103,98
25-00703,78,1,1,0,1,0,2,1,1,2195.3,N,N,7,106000,8,501,N,2,2,2,2,81,81
25-00703,75,2,1,0,1,0,2,1,1,2195.3,170,0,8,32800,4,501,N,2,2,2,2,74,81
25-02800,28,1,1,0,1,0,2,1,1,3683.9,1570,4,9,70000,7,501,N,2,2,2,2,99,99
25-02800,27,2,1,0,1,0,2,1,1,3683.9,8191,12,10,71000,7,501,N,2,2,2,2,108,99
25-02800,45,2,1,0,1,2,4,1,1,3683.9,7870,11,9,75000,7,326,N,2,2,2,2,98,97
25-02800,44,1,1,0,1,2,4,1,1,3683.9,8770,15,9,5000,1,326,N,2,2,2,2,95,97
25-02800,16,1,6,0,1,2,4,1,1,3683.9,8590,14,4,4500,1,326,N,2,2,2,2,111,97
25-01000,68,1,1,0,1,0,2,1,2,2447.1,3875,4,8,78000,7,501,N,2,2,2,1,86,85
25-01000,65,2,1,0,1,0,2,1,2,2447.1,N,N,7,0,0,501,N,2,2,2,2,97,85
25-01300,29,1,6,0,1,0,N,1,1,1457.2,7380,10,9,110000,8,501,N,2,2,2,2,57,57
25-00703,63,2,4,0,1,0,N,1,1,2195.3,7890,11,9,22500,3,170,N,2,2,2,2,64,64
25-00703,53,2,1,0,1,0,3,1,1,2195.3,7860,11,10,125000,9,501,N,2,2,2,2,146,146
25-00703,55,1,1,0,1,0,3,1,1,2195.3,8590,14,8,104000,8,501,N,2,2,2,2,141,146
25-00703,22,1,6,0,1,0,3,1,1,2195.3,8680,14,7,5300,1,501,N,2,2,2,2,187,146
25-00703,74,2,4,0,1,0,N,1,2,2195.3,N,N,9,23400,3,192,N,2,2,1,2,60,60
25-00503,31,1,6,0,1,1,2,1,2,2872.7,2590,4,6,40600,5,233,N,2,2,2,2,75,75
25-00503,31,2,6,0,1,1,2,1,2,2872.7,5090,6,9,105000,8,501,N,2,2,2,2,70,75
25-00503,37,1,6,0,1,1,2,1,2,2872.7,8680,14,5,65000,7,495,N,2,2,2,2,100,75
25-00503,58,1,1,0,1,0,3,1,1,2872.7,7460,10,12,165100,9,501,N,2,2,2,2,109,109
25-00503,62,2,1,0,6,0,3,1,1,2872.7,8191,12,10,3500,1,501,N,2,2,2,2,96,109
25-00503,30,1,6,0,9,0,3,1,1,2872.7,8680,14,9,4200,1,501,N,2,2,2,2,203,109
25-01000,39,2,1,0,1,2,4,1,1,2447.1,7860,11,10,50000,6,470,N,2,2,2,2,96,96
25-01000,35,1,1,0,1,2,4,1,1,2447.1,5275,6,5,70000,7,470,N,2,2,2,2,97,96
25-01300,31,1,1,0,1,0,2,1,1,1457.2,8180,12,10,12100,2,248,N,2,2,2,2,63,62
25-01300,30,2,1,0,1,0,2,1,1,1457.2,8370,13,11,30000,4,248,N,2,2,2,2,60,62
25-01000,59,2,1,0,1,0,4,1,1,2447.1,N,N,5,0,0,501,N,2,2,2,2,59,59
25-01000,64,1,1,0,1,0,4,1,1,2447.1,7072,9,5,51000,6,501,N,2,2,2,2,66,59
25-01000,31,1,6,0,1,0,4,1,1,2447.1,7072,9,9,50000,6,501,N,2,2,2,2,85,59
25-01000,30,2,6,0,1,0,4,1,1,2447.1,8990,15,9,40000,5,501,N,2,2,2,2,85,59
